name,type,url,date_added,source,path,parent_path
Jenni AI,url,https://jenni.ai/,13368095856525895,other,Other bookmarks >> AI >> Jenni AI,Other bookmarks >> AI
Midjourney Feed,url,https://www.midjourney.com/explore?tab=top,13368760412814467,other,Other bookmarks >> AI >> Midjourney Feed,Other bookmarks >> AI
v0 by Vercel,url,https://v0.dev/chat,13368883073951708,other,Other bookmarks >> AI >> v0 by Vercel,Other bookmarks >> AI
ElevenLabs: Free Text to Speech & AI Voice Generator | ElevenLabs,url,https://elevenlabs.io/,13368892613432755,other,Other bookmarks >> AI >> ElevenLabs: Free Text to Speech & AI Voice Generator | ElevenLabs,Other bookmarks >> AI
"AI Voice Generator, Text To Speech, #1 Best AI Voice | Speechify",url,https://speechify.com/,13368979888203503,other,"Other bookmarks >> AI >> AI Voice Generator, Text To Speech, #1 Best AI Voice | Speechify",Other bookmarks >> AI
Google AI Gemini API | Prompt Gallery | Google for Developers  |  Google AI for Developers,url,https://ai.google.dev/gemini-api/prompts,13369128957578012,other,Other bookmarks >> AI >> Google AI Gemini API | Prompt Gallery | Google for Developers  |  Google AI for Developers,Other bookmarks >> AI
There's An AI For That - Discover The Newest And Best AI Tools,url,https://theresanaiforthat.com/,13369286186995455,other,Other bookmarks >> AI >> There's An AI For That - Discover The Newest And Best AI Tools,Other bookmarks >> AI
KLING AI: Next-Generation AI Creative Studio,url,https://klingai.com/,13369462162331154,other,Other bookmarks >> AI >> KLING AI: Next-Generation AI Creative Studio,Other bookmarks >> AI
Boundary | The best way to get structured data with LLMs,url,https://www.boundaryml.com/,13369479184558632,other,Other bookmarks >> AI >> Boundary | The best way to get structured data with LLMs,Other bookmarks >> AI
Ai2: Truly open breakthrough AI,url,https://allenai.org/,13369821247280578,other,Other bookmarks >> AI >> Ai2: Truly open breakthrough AI,Other bookmarks >> AI
Astria - Finetune Stable Diffusion,url,https://www.astria.ai/,13369848600918796,other,Other bookmarks >> AI >> Astria - Finetune Stable Diffusion,Other bookmarks >> AI
Home • Hume AI,url,https://www.hume.ai/?_gl=1*1ebm16x*_ga*MTEyNTMzNTU5Ni4xNzI2MDc0NDc2*_ga_4R5GMSJXG1*MTcyNjA3NDQ3Ni4xLjAuMTcyNjA3NDQ3Ni4wLjAuMA..,13370548081330732,other,Other bookmarks >> AI >> Home • Hume AI,Other bookmarks >> AI
websim.ai,url,https://websim.ai/,13370655066144177,other,Other bookmarks >> AI >> websim.ai,Other bookmarks >> AI
Compute by hyperspace,url,https://compute.hyper.space/,13370827751335857,other,Other bookmarks >> AI >> Compute by hyperspace,Other bookmarks >> AI
World Labs,url,https://www.worldlabs.ai/,13370828050620888,other,Other bookmarks >> AI >> World Labs,Other bookmarks >> AI
Abacus.AI - ChatLLM Teams,url,https://chatllm.abacus.ai/,13370911263876589,other,Other bookmarks >> AI >> Abacus.AI - ChatLLM Teams,Other bookmarks >> AI
Bland AI Developer Portal,url,https://app.bland.ai/,13371061354035308,other,Other bookmarks >> AI >> Bland AI Developer Portal,Other bookmarks >> AI
Play by hyperspace,url,https://play.hyper.space/,13371186441015405,other,Other bookmarks >> AI >> Play by hyperspace,Other bookmarks >> AI
hyperspace,url,https://hyper.space/,13371186462773834,other,Other bookmarks >> AI >> hyperspace,Other bookmarks >> AI
Data Science: Machine Learning | Harvard University,url,https://pll.harvard.edu/course/data-science-machine-learning,13371224116866755,other,Other bookmarks >> AI >> Data Science: Machine Learning | Harvard University,Other bookmarks >> AI
NotebookLM | Note Taking & Research Assistant Powered by AI,url,https://notebooklm.google/,13371232520826037,other,Other bookmarks >> AI >> NotebookLM | Note Taking & Research Assistant Powered by AI,Other bookmarks >> AI
NotebookLM,url,https://notebooklm.google.com/,13371261216935958,other,Other bookmarks >> AI >> NotebookLM,Other bookmarks >> AI
Home | aider,url,https://aider.chat/,13371602684535028,other,Other bookmarks >> AI >> Home | aider,Other bookmarks >> AI
Hands-On Large Language Models,url,https://www.llm-book.com/#toc,13371732252724645,other,Other bookmarks >> AI >> Hands-On Large Language Models,Other bookmarks >> AI
FastFLUX | Instant FLUX Image Creation for Free,url,https://fastflux.ai/,13371978498252738,other,Other bookmarks >> AI >> FastFLUX | Instant FLUX Image Creation for Free,Other bookmarks >> AI
"Runware - Low Cost, Ultra-Fast Stable Diffusion API",url,https://runware.ai/,13371978752761605,other,"Other bookmarks >> AI >> Runware - Low Cost, Ultra-Fast Stable Diffusion API",Other bookmarks >> AI
Continue,url,https://www.continue.dev/,13372137851560046,other,Other bookmarks >> AI >> Continue,Other bookmarks >> AI
Tavily,url,https://tavily.com/,13372267671019303,other,Other bookmarks >> AI >> Tavily,Other bookmarks >> AI
SerpApi: Google Search API,url,https://serpapi.com/,13372267749467855,other,Other bookmarks >> AI >> SerpApi: Google Search API,Other bookmarks >> AI
Home - Firecrawl,url,https://www.firecrawl.dev/,13372267758183313,other,Other bookmarks >> AI >> Home - Firecrawl,Other bookmarks >> AI
You.com | AI for workplace productivity,url,https://you.com/,13372394177813114,other,Other bookmarks >> AI >> You.com | AI for workplace productivity,Other bookmarks >> AI
sync. an AI video lipsync tool for creators,url,https://sync.so/,13372406717886181,other,Other bookmarks >> AI >> sync. an AI video lipsync tool for creators,Other bookmarks >> AI
Weights & Biases: The AI Developer Platform,url,https://wandb.ai/site,13372436769240089,other,Other bookmarks >> AI >> Weights & Biases: The AI Developer Platform,Other bookmarks >> AI
Home | Scenario,url,https://app.scenario.com/?teamId=team_K8Q75YLdqQT2Ycw3DefzMZPw,13372469679313434,other,Other bookmarks >> AI >> Home | Scenario,Other bookmarks >> AI
FREE online image generator and model hosting site! | Tensor.Art,url,https://tensor.art/,13372484643171093,other,Other bookmarks >> AI >> FREE online image generator and model hosting site! | Tensor.Art,Other bookmarks >> AI
learnbybuilding.ai,url,https://learnbybuilding.ai/,13372500552619069,other,Other bookmarks >> AI >> learnbybuilding.ai,Other bookmarks >> AI
Marblism - Launch your full-stack NextJS app in minutes,url,https://www.marblism.com/,13372647876163738,other,Other bookmarks >> AI >> Marblism - Launch your full-stack NextJS app in minutes,Other bookmarks >> AI
bolt.new,url,https://bolt.new/,13372647937135065,other,Other bookmarks >> AI >> bolt.new,Other bookmarks >> AI
Fragments by E2B,url,https://fragments.e2b.dev/#,13372726472501461,other,Other bookmarks >> AI >> Fragments by E2B,Other bookmarks >> AI
Thoreo,url,https://thoreo.com/,13372777590108593,other,Other bookmarks >> AI >> Thoreo,Other bookmarks >> AI
Chunkr | Open Source Data Ingestion,url,https://chunkr.ai/,13372916273889494,other,Other bookmarks >> AI >> Chunkr | Open Source Data Ingestion,Other bookmarks >> AI
Hailuo AI Video Generator - Reimagine Video Creation,url,https://hailuoai.video/,13373158317588476,other,Other bookmarks >> AI >> Hailuo AI Video Generator - Reimagine Video Creation,Other bookmarks >> AI
智谱,url,https://zhipuai.cn/en/h5/,13373158386982416,other,Other bookmarks >> AI >> 智谱,Other bookmarks >> AI
JIMENG AI - Create dreams instantly,url,https://jimeng.jianying.com/,13373191571898670,other,Other bookmarks >> AI >> JIMENG AI - Create dreams instantly,Other bookmarks >> AI
Swarms Platform,url,https://swarms.world/,13373261287819481,other,Other bookmarks >> AI >> Swarms Platform,Other bookmarks >> AI
E2/F5 TTS - a Hugging Face Space by mrfakename,url,https://huggingface.co/spaces/mrfakename/E2-F5-TTS,13373342041987301,other,Other bookmarks >> AI >> E2/F5 TTS - a Hugging Face Space by mrfakename,Other bookmarks >> AI
Lindy.ai — Meet Your AI Assistant,url,https://www.lindy.ai/,13373845686643796,other,Other bookmarks >> AI >> Lindy.ai — Meet Your AI Assistant,Other bookmarks >> AI
"TypingMind — The best chat UI for AI models (ChatGPT, Gemini, Claude, and more)",url,https://www.typingmind.com/,13373868351949281,other,"Other bookmarks >> AI >> TypingMind — The best chat UI for AI models (ChatGPT, Gemini, Claude, and more)",Other bookmarks >> AI
STORM,url,https://storm.genie.stanford.edu/,13374647029438351,other,Other bookmarks >> AI >> STORM,Other bookmarks >> AI
Etched | The World's First Transformer ASIC,url,https://www.etched.com/,13374907583500994,other,Other bookmarks >> AI >> Etched | The World's First Transformer ASIC,Other bookmarks >> AI
Decart - The First Real-Time Generative AI Open World Model,url,https://www.decart.ai/,13374907596782238,other,Other bookmarks >> AI >> Decart - The First Real-Time Generative AI Open World Model,Other bookmarks >> AI
Hedra,url,https://www.hedra.com/,13374907996509378,other,Other bookmarks >> AI >> Hedra,Other bookmarks >> AI
Infinite AI Artboard - Recraft,url,https://www.recraft.ai/,13375156792285767,other,Other bookmarks >> AI >> Infinite AI Artboard - Recraft,Other bookmarks >> AI
xAI Cloud Console,url,https://console.x.ai/,13375251087924092,other,Other bookmarks >> AI >> xAI Cloud Console,Other bookmarks >> AI
Llama Coder – AI Code Generator,url,https://llamacoder.together.ai/,13375365107887237,other,Other bookmarks >> AI >> Llama Coder – AI Code Generator,Other bookmarks >> AI
SWE Kit: Open-Source Headless IDE for Coding Agents with State-of-the-Art Performance - Composio,url,https://composio.dev/swe-kit/,13375403610426217,other,Other bookmarks >> AI >> SWE Kit: Open-Source Headless IDE for Coding Agents with State-of-the-Art Performance - Composio,Other bookmarks >> AI
Sellagen - Nelima | Community-Driven Large Action Model,url,https://sellagen.com/nelima,13375536076802204,other,Other bookmarks >> AI >> Sellagen - Nelima | Community-Driven Large Action Model,Other bookmarks >> AI
Lovable - The last piece of software,url,https://lovable.dev/,13375784515368371,other,Other bookmarks >> AI >> Lovable - The last piece of software,Other bookmarks >> AI
LangChain,url,https://www.langchain.com/,13376102967536137,other,Other bookmarks >> AI >> LangChain,Other bookmarks >> AI
Riku.AI | Build AI Apps with no-code in minutes,url,https://www.riku.ai/,13376206117238970,other,Other bookmarks >> AI >> Riku.AI | Build AI Apps with no-code in minutes,Other bookmarks >> AI
Windsurf Editor by Codeium,url,https://codeium.com/windsurf,13376355704858151,other,Other bookmarks >> AI >> Windsurf Editor by Codeium,Other bookmarks >> AI
Typeface | Personalized AI Storytelling for Work,url,https://www.typeface.ai/,13376528527523222,other,Other bookmarks >> AI >> Typeface | Personalized AI Storytelling for Work,Other bookmarks >> AI
DeepSeek,url,https://www.deepseek.com/,13376716424752082,other,Other bookmarks >> AI >> DeepSeek,Other bookmarks >> AI
Sonatic - The Interface to AGI,url,https://www.sonatic.co/,13376718872348086,other,Other bookmarks >> AI >> Sonatic - The Interface to AGI,Other bookmarks >> AI
AgentOps,url,https://www.agentops.ai/,13377073297792138,other,Other bookmarks >> AI >> AgentOps,Other bookmarks >> AI
Put AI to Work for You - Runner H,url,https://www.hcompany.ai/,13377220666055108,other,Other bookmarks >> AI >> Put AI to Work for You - Runner H,Other bookmarks >> AI
"AI News, AI Tutorials, Technology, Futurism - Newsletter",url,https://www.forwardfuture.ai/,13377221129204747,other,"Other bookmarks >> AI >> AI News, AI Tutorials, Technology, Futurism - Newsletter",Other bookmarks >> AI
Home • Hume AI,url,https://www.hume.ai/?_gl=1*18r1bnz*_ga*MzgwNzIxMzA1LjE3MzI3NDg0NzE.*_ga_4R5GMSJXG1*MTczMjc0ODQ3MC4xLjAuMTczMjc0ODQ3MC4wLjAuMA..,13377222076542775,other,Other bookmarks >> AI >> Home • Hume AI,Other bookmarks >> AI
llmstxt.directory - Index of llms.txt Implementations,url,https://llmstxt.directory/,13377700962182483,other,Other bookmarks >> AI >> llmstxt.directory - Index of llms.txt Implementations,Other bookmarks >> AI
Topaz Labs | Professional-grade photo and video editing powered by AI.,url,https://www.topazlabs.com/,13377701915847190,other,Other bookmarks >> AI >> Topaz Labs | Professional-grade photo and video editing powered by AI.,Other bookmarks >> AI
Galileo AI,url,https://www.usegalileo.ai/explore,13377741024106225,other,Other bookmarks >> AI >> Galileo AI,Other bookmarks >> AI
Gradio,url,https://www.gradio.app/,13377749585329899,other,Other bookmarks >> AI >> Gradio,Other bookmarks >> AI
Napkin AI - The visual AI for business storytelling,url,https://www.napkin.ai/,13377769673617506,other,Other bookmarks >> AI >> Napkin AI - The visual AI for business storytelling,Other bookmarks >> AI
Custom LLM for Enterprise - Soca AI,url,https://soca.ai/,13378032085117533,other,Other bookmarks >> AI >> Custom LLM for Enterprise - Soca AI,Other bookmarks >> AI
Voyage AI | Home,url,https://www.voyageai.com/,13378275124129323,other,Other bookmarks >> AI >> Voyage AI | Home,Other bookmarks >> AI
https://www.primeintellect.ai/,url,https://t.co/eyHx5KZJCv,13378355673076243,other,Other bookmarks >> AI >> https://www.primeintellect.ai/,Other bookmarks >> AI
fireworks.ai,url,https://fireworks.ai/,13378450874272911,other,Other bookmarks >> AI >> fireworks.ai,Other bookmarks >> AI
Create - free-to-use AI app builder,url,https://www.create.xyz/,13378470719340322,other,Other bookmarks >> AI >> Create - free-to-use AI app builder,Other bookmarks >> AI
http://granola.ai,url,https://t.co/fbp7NSA01J,13378540167892275,other,Other bookmarks >> AI >> http://granola.ai,Other bookmarks >> AI
Build an AI Services Agency run by AI Agents,url,https://www.theunwindai.com/p/build-an-ai-services-agency-run-by-ai-agents,13378702761835501,other,Other bookmarks >> AI >> Build an AI Services Agency run by AI Agents,Other bookmarks >> AI
The vector database to build knowledgeable AI | Pinecone,url,https://www.pinecone.io/,13378748822681266,other,Other bookmarks >> AI >> The vector database to build knowledgeable AI | Pinecone,Other bookmarks >> AI
Google Labs: Google's home for AI experiments - Google Labs,url,https://labs.google/,13378862343354693,other,Other bookmarks >> AI >> Google Labs: Google's home for AI experiments - Google Labs,Other bookmarks >> AI
Pricing | Pinecone,url,https://www.pinecone.io/pricing/,13378895960032173,other,Other bookmarks >> AI >> Pricing | Pinecone,Other bookmarks >> AI
tldraw computer,url,https://computer.tldraw.com/,13379039851894179,other,Other bookmarks >> AI >> tldraw computer,Other bookmarks >> AI
PySpur,url,https://www.pyspur.dev/,13379074029416885,other,Other bookmarks >> AI >> PySpur,Other bookmarks >> AI
Carbon | Data Connectors for LLMs,url,https://carbon.ai/,13379096543962843,other,Other bookmarks >> AI >> Carbon | Data Connectors for LLMs,Other bookmarks >> AI
lmarena.ai,url,https://lmarena.ai/,13379121703745974,other,Other bookmarks >> AI >> lmarena.ai,Other bookmarks >> AI
LMSYS Org,url,https://lmsys.org/,13379121779739177,other,Other bookmarks >> AI >> LMSYS Org,Other bookmarks >> AI
Plaf,url,https://plaf.com/,13379244830454375,other,Other bookmarks >> AI >> Plaf,Other bookmarks >> AI
CerebrasCoder,url,https://cerebrascoder.com/,13379303063495184,other,Other bookmarks >> AI >> CerebrasCoder,Other bookmarks >> AI
Groq Appgen,url,https://appgen.groqlabs.com/,13379305345822678,other,Other bookmarks >> AI >> Groq Appgen,Other bookmarks >> AI
"Chat Blackbox: AI Code Generation, Code Chat, Code Search",url,https://www.blackbox.ai/,13379596493399142,other,"Other bookmarks >> AI >> Chat Blackbox: AI Code Generation, Code Chat, Code Search",Other bookmarks >> AI
Delphi,url,https://www.delphi.ai/,13379693393275889,other,Other bookmarks >> AI >> Delphi,Other bookmarks >> AI
En,url,https://en.app/,13379856050795568,other,Other bookmarks >> AI >> En,Other bookmarks >> AI
Real-world gen AI use cases from the world's leading organizations | Google Cloud Blog,url,https://cloud.google.com/transform/101-real-world-generative-ai-use-cases-from-industry-leaders,13379911294467800,other,Other bookmarks >> AI >> Real-world gen AI use cases from the world's leading organizations | Google Cloud Blog,Other bookmarks >> AI
CAD Software for Hardware Design | Zoo,url,https://zoo.dev/,13380297388399736,other,Other bookmarks >> AI >> CAD Software for Hardware Design | Zoo,Other bookmarks >> AI
agent.ai | The Professional Network for AI Agents,url,https://agent.ai/,13380612938377894,other,Other bookmarks >> AI >> agent.ai | The Professional Network for AI Agents,Other bookmarks >> AI
Introduction - Model Context Protocol,url,https://modelcontextprotocol.io/introduction,13380675839440098,other,Other bookmarks >> AI >> Introduction - Model Context Protocol,Other bookmarks >> AI
Symbolic - Powering Publishing,url,https://symbolic.ai/,13380845895901252,other,Other bookmarks >> AI >> Symbolic - Powering Publishing,Other bookmarks >> AI
Ndea,url,https://ndea.com/,13381442774840382,other,Other bookmarks >> AI >> Ndea,Other bookmarks >> AI
Moondream AI,url,https://moondream.ai/,13381480138430080,other,Other bookmarks >> AI >> Moondream AI,Other bookmarks >> AI
All Hands AI,url,https://www.all-hands.dev/,13381518365958392,other,Other bookmarks >> AI >> All Hands AI,Other bookmarks >> AI
Epoch AI,url,https://epoch.ai/,13381753435975927,other,Other bookmarks >> AI >> Epoch AI,Other bookmarks >> AI
Scira,url,https://scira.app/,13382117527306041,other,Other bookmarks >> AI >> Scira,Other bookmarks >> AI
Kimi.ai - AI Assistant by Moonshot AI,url,https://kimi.ai/,13382173840256274,other,Other bookmarks >> AI >> Kimi.ai - AI Assistant by Moonshot AI,Other bookmarks >> AI
Moonshot AI,url,https://www.moonshot.cn/,13382175532764689,other,Other bookmarks >> AI >> Moonshot AI,Other bookmarks >> AI
"Tabnine AI Code Assistant | private, personalized, protected",url,https://www.tabnine.com/,13382413699681201,other,"Other bookmarks >> AI >> Tabnine AI Code Assistant | private, personalized, protected",Other bookmarks >> AI
Codium is now Qodo | Quality-first AI Coding Platform,url,https://www.qodo.ai/,13382413706211079,other,Other bookmarks >> AI >> Codium is now Qodo | Quality-first AI Coding Platform,Other bookmarks >> AI
codename goose | codename goose,url,https://block.github.io/goose/,13382575793576524,other,Other bookmarks >> AI >> codename goose | codename goose,Other bookmarks >> AI
Riffusion,url,https://www.riffusion.com/,13382753604383677,other,Other bookmarks >> AI >> Riffusion,Other bookmarks >> AI
Oumi,url,https://oumi.ai/,13382970212583712,other,Other bookmarks >> AI >> Oumi,Other bookmarks >> AI
Perceptron.AI,url,https://perceptron.inc/,13383102479387597,other,Other bookmarks >> AI >> Perceptron.AI,Other bookmarks >> AI
superwhisper,url,https://superwhisper.com/,13383144743060084,other,Other bookmarks >> AI >> superwhisper,Other bookmarks >> AI
AI Writing: Write A-level Research Paper with AI Assistance | Samwell AI,url,https://www.samwell.ai/research-paper-generator,13383206416138691,other,Other bookmarks >> AI >> AI Writing: Write A-level Research Paper with AI Assistance | Samwell AI,Other bookmarks >> AI
Presentations and Slide Decks with AI | Gamma,url,https://gamma.app/,13383215679027175,other,Other bookmarks >> AI >> Presentations and Slide Decks with AI | Gamma,Other bookmarks >> AI
Softgen - AI Web App Builder,url,https://softgen.ai/,13383298985245444,other,Other bookmarks >> AI >> Softgen - AI Web App Builder,Other bookmarks >> AI
Inference.net,url,https://inference.net/,13383496536089268,other,Other bookmarks >> AI >> Inference.net,Other bookmarks >> AI
OpenRouter,url,https://openrouter.ai/,13383894941050916,other,Other bookmarks >> AI >> OpenRouter,Other bookmarks >> AI
Sign in - AgentGPT,url,https://agentgpt.reworkd.ai/signin?callbackUrl=https%3A%2F%2Fagentgpt.reworkd.ai%2F,13383895997993560,other,Other bookmarks >> AI >> Sign in - AgentGPT,Other bookmarks >> AI
RenderNet AI: Bring stories alive with AI Characters,url,https://rendernet.ai/,13384019913275666,other,Other bookmarks >> AI >> RenderNet AI: Bring stories alive with AI Characters,Other bookmarks >> AI
O - Sovereign Super AI,url,https://www.o.xyz/,13384171882258896,other,Other bookmarks >> AI >> O - Sovereign Super AI,Other bookmarks >> AI
Virtual Desktops for AI Agents | Scrapybara,url,https://scrapybara.com/,13384250977458104,other,Other bookmarks >> AI >> Virtual Desktops for AI Agents | Scrapybara,Other bookmarks >> AI
Opennote,url,https://opennote.me/,13384304179510194,other,Other bookmarks >> AI >> Opennote,Other bookmarks >> AI
Thinking Machines Lab,url,https://thinkingmachines.ai/,13384380968815862,other,Other bookmarks >> AI >> Thinking Machines Lab,Other bookmarks >> AI
Gumloop | AI Automation Framework,url,https://www.gumloop.com/home,13384570525011961,other,Other bookmarks >> AI >> Gumloop | AI Automation Framework,Other bookmarks >> AI
Windsurf Directory - Windsurf Rules & MCP Servers,url,https://windsurf.run/,13384578007491283,other,Other bookmarks >> AI >> Windsurf Directory - Windsurf Rules & MCP Servers,Other bookmarks >> AI
Langbase · Serverless AI Developer Platform,url,https://langbase.com/,13384605075524027,other,Other bookmarks >> AI >> Langbase · Serverless AI Developer Platform,Other bookmarks >> AI
Wildcard - Agent Registry,url,https://wild-card.ai/,13384631236631022,other,Other bookmarks >> AI >> Wildcard - Agent Registry,Other bookmarks >> AI
fal.ai | The generative media platform for developers,url,https://fal.ai/,13384654219318640,other,Other bookmarks >> AI >> fal.ai | The generative media platform for developers,Other bookmarks >> AI
PlayAI,url,https://play.ai/,13384654332682774,other,Other bookmarks >> AI >> PlayAI,Other bookmarks >> AI
Genmo | Open Video Generation,url,https://www.genmo.ai/,13384654349342598,other,Other bookmarks >> AI >> Genmo | Open Video Generation,Other bookmarks >> AI
Black Forest Labs - Frontier AI Lab,url,https://blackforestlabs.ai/,13384654397014159,other,Other bookmarks >> AI >> Black Forest Labs - Frontier AI Lab,Other bookmarks >> AI
EXO Labs,url,https://exolabs.net/,13384676403510195,other,Other bookmarks >> AI >> EXO Labs,Other bookmarks >> AI
Inception Labs,url,https://www.inceptionlabs.ai/,13385082619323564,other,Other bookmarks >> AI >> Inception Labs,Other bookmarks >> AI
Pig,url,https://www.pig.dev/,13385136732792811,other,Other bookmarks >> AI >> Pig,Other bookmarks >> AI
Dify.AI · The Innovation Engine for Generative AI Applications,url,https://dify.ai/,13385213653484838,other,Other bookmarks >> AI >> Dify.AI · The Innovation Engine for Generative AI Applications,Other bookmarks >> AI
Massive Brain - Conversational AI Tutor for iPad,url,https://massivebrain.ai/,13385340790302403,other,Other bookmarks >> AI >> Massive Brain - Conversational AI Tutor for iPad,Other bookmarks >> AI
MiniMax Official Website - Intelligence with everyone,url,https://www.minimax.io/,13385512611088565,other,Other bookmarks >> AI >> MiniMax Official Website - Intelligence with everyone,Other bookmarks >> AI
Artificial Societies,url,https://societies.io/,13385521586246207,other,Other bookmarks >> AI >> Artificial Societies,Other bookmarks >> AI
Scira,url,https://scira.ai/,13385565938172635,other,Other bookmarks >> AI >> Scira,Other bookmarks >> AI
Tempo,url,https://www.tempo.new/,13385684090840641,other,Other bookmarks >> AI >> Tempo,Other bookmarks >> AI
Manus,url,https://manus.im/,13385730673579872,other,Other bookmarks >> AI >> Manus,Other bookmarks >> AI
agno/cookbook/tools/mcp at main · agno-agi/agno,url,https://github.com/agno-agi/agno/tree/main/cookbook/tools/mcp,13385792977922182,other,Other bookmarks >> AI >> agno/cookbook/tools/mcp at main · agno-agi/agno,Other bookmarks >> AI
Sudowrite - Best AI Writing Partner for Fiction,url,https://sudowrite.com/,13385796334245623,other,Other bookmarks >> AI >> Sudowrite - Best AI Writing Partner for Fiction,Other bookmarks >> AI
The OS for Human-AI Interaction,url,https://www.tavus.io/,13385813179172551,other,Other bookmarks >> AI >> The OS for Human-AI Interaction,Other bookmarks >> AI
Reflection AI,url,https://www.reflection.ai/,13385856506771501,other,Other bookmarks >> AI >> Reflection AI,Other bookmarks >> AI
Argmax - Foundation Models On Device,url,https://www.argmaxinc.com/,13385875031180955,other,Other bookmarks >> AI >> Argmax - Foundation Models On Device,Other bookmarks >> AI
Vidu AI Video Generator - Bring Your Vision to Life,url,https://www.vidu.com/,13385963041877114,other,Other bookmarks >> AI >> Vidu AI Video Generator - Bring Your Vision to Life,Other bookmarks >> AI
starryai - AI Art Generator App - AI Art Maker,url,https://starryai.com/,13385963076568678,other,Other bookmarks >> AI >> starryai - AI Art Generator App - AI Art Maker,Other bookmarks >> AI
Fleur MCP App Store,url,https://www.fleurmcp.com/,13385974816449020,other,Other bookmarks >> AI >> Fleur MCP App Store,Other bookmarks >> AI
CopilotKit — Best-in-class copilots in your product.,url,https://www.copilotkit.ai/,13386033691165080,other,Other bookmarks >> AI >> CopilotKit — Best-in-class copilots in your product.,Other bookmarks >> AI
Home | Cartesia,url,https://cartesia.ai/,13386230106743447,other,Other bookmarks >> AI >> Home | Cartesia,Other bookmarks >> AI
Vapi - Voice AI agents for developers,url,https://vapi.ai/,13386230133261628,other,Other bookmarks >> AI >> Vapi - Voice AI agents for developers,Other bookmarks >> AI
http://reka.ai,url,https://t.co/v71uxDogfO,13386239155348586,other,Other bookmarks >> AI >> http://reka.ai,Other bookmarks >> AI
CAMEL-AI Finding the Scaling Laws of Agents,url,https://www.camel-ai.org/,13386259260272926,other,Other bookmarks >> AI >> CAMEL-AI Finding the Scaling Laws of Agents,Other bookmarks >> AI
Wispr Flow | Effortless Voice Dictation,url,https://wisprflow.ai/,13386288834935275,other,Other bookmarks >> AI >> Wispr Flow | Effortless Voice Dictation,Other bookmarks >> AI
OpenTools | The API for LLM tool use,url,https://opentools.com/,13386374577071067,other,Other bookmarks >> AI >> OpenTools | The API for LLM tool use,Other bookmarks >> AI
brand.ai | your brand OS,url,https://brand.ai/,13386391363142443,other,Other bookmarks >> AI >> brand.ai | your brand OS,Other bookmarks >> AI
Spaces - Hugging Face,url,https://huggingface.co/spaces,13386461428294916,other,Other bookmarks >> AI >> Spaces - Hugging Face,Other bookmarks >> AI
Convergence.ai,url,https://proxy.convergence.ai/,13386473256207966,other,Other bookmarks >> AI >> Convergence.ai,Other bookmarks >> AI
CLIP STUDIO PAINT - More powerful drawing.,url,https://www.clipstudio.net/en/,13386549289830863,other,Other bookmarks >> AI >> CLIP STUDIO PAINT - More powerful drawing.,Other bookmarks >> AI
A Word from the Heart,url,https://yiyan.baidu.com/,13386564771026920,other,Other bookmarks >> AI >> A Word from the Heart,Other bookmarks >> AI
MCP Servers,url,https://mcp.so/,13386581910251017,other,Other bookmarks >> AI >> MCP Servers,Other bookmarks >> AI
Lambda Chat,url,https://lambda.chat/,13386635139098364,other,Other bookmarks >> AI >> Lambda Chat,Other bookmarks >> AI
LG AI Research - LG AI연구원,url,https://lgresearch.ai/,13386763920607630,other,Other bookmarks >> AI >> LG AI Research - LG AI연구원,Other bookmarks >> AI
SkyReels｜Visualize Your Story,url,https://www.skyreels.ai/home?utm_source=kol&utm_campaign=id_relcine,13386987812067492,other,Other bookmarks >> AI >> SkyReels｜Visualize Your Story,Other bookmarks >> AI
Liner l The Most Accurate & Reliable AI Search Engine,url,https://liner.com/,13387030544134703,other,Other bookmarks >> AI >> Liner l The Most Accurate & Reliable AI Search Engine,Other bookmarks >> AI
a0.dev - Create Mobile Apps with AI,url,https://a0.dev/,13387034551111436,other,Other bookmarks >> AI >> a0.dev - Create Mobile Apps with AI,Other bookmarks >> AI
"FlexApp - Build Mobile Apps With AI, Not Code",url,https://flexapp.ai/,13387034835954961,other,"Other bookmarks >> AI >> FlexApp - Build Mobile Apps With AI, Not Code",Other bookmarks >> AI
appcrapper.com,url,https://appcrapper.com/,13387034888824043,other,Other bookmarks >> AI >> appcrapper.com,Other bookmarks >> AI
prompt-kit,url,https://www.prompt-kit.com/,13387131026722031,other,Other bookmarks >> AI >> prompt-kit,Other bookmarks >> AI
Reve Image,url,https://preview.reve.art/,13387361405198588,other,Other bookmarks >> AI >> Reve Image,Other bookmarks >> AI
mcpt,url,https://www.mcpt.com/,13387531410546190,other,Other bookmarks >> AI >> mcpt,Other bookmarks >> AI
Rork,url,https://rork.app/,13387709501720556,other,Other bookmarks >> AI >> Rork,Other bookmarks >> AI
On the Biology of a Large Language Model,url,https://transformer-circuits.pub/2025/attribution-graphs/biology.html,13387736596549899,other,Other bookmarks >> AI >> On the Biology of a Large Language Model,Other bookmarks >> AI
Retrieve - DSPy,url,https://dspy.ai/,13387865715590279,other,Other bookmarks >> AI >> Retrieve - DSPy,Other bookmarks >> AI
Rubric Labs,url,https://rubriclabs.com/?s=09,13388033208382926,other,Other bookmarks >> AI >> Rubric Labs,Other bookmarks >> AI
Polymet - Idea to prototype within seconds,url,https://www.polymet.ai/,13388043040643870,other,Other bookmarks >> AI >> Polymet - Idea to prototype within seconds,Other bookmarks >> AI
